timestamp,topico,valor,unidade,alarme
2026-05-16T23:39:45.640Z,transformador/primario/corrente,3.31,A,
2026-05-16T23:39:45.640Z,transformador/secundario/corrente,21.19,A,
2026-05-16T23:39:45.640Z,transformador/vibracao/fft_120hz,0.08,g,
2026-05-16T23:39:45.640Z,transformador/vibracao/fft_240hz,0.07,g,
2026-05-16T23:39:47.142Z,transformador/nucleo/temperatura,60.26,°C,
2026-05-16T23:39:47.142Z,transformador/nucleo/delta_t,8.48,°C,
2026-05-16T23:39:47.142Z,transformador/primario/corrente,2.38,A,
2026-05-16T23:39:47.142Z,transformador/secundario/corrente,27.25,A,
2026-05-16T23:39:47.142Z,transformador/vibracao/fft_120hz,0.05,g,
2026-05-16T23:39:47.142Z,transformador/vibracao/fft_240hz,0.03,g,
2026-05-16T23:39:48.644Z,transformador/nucleo/temperatura,58.37,°C,
2026-05-16T23:39:48.644Z,transformador/nucleo/delta_t,5.02,°C,
2026-05-16T23:39:48.644Z,transformador/primario/corrente,3.32,A,
2026-05-16T23:39:48.644Z,transformador/secundario/corrente,27.75,A,
2026-05-16T23:39:48.644Z,transformador/vibracao/fft_120hz,0.07,g,
2026-05-16T23:39:48.644Z,transformador/vibracao/fft_240hz,0,g,
2026-05-16T23:39:50.143Z,transformador/nucleo/temperatura,45.96,°C,
2026-05-16T23:39:50.143Z,transformador/nucleo/delta_t,8.05,°C,
2026-05-16T23:39:50.143Z,transformador/primario/corrente,3.32,A,
2026-05-16T23:39:50.143Z,transformador/secundario/corrente,26.7,A,
2026-05-16T23:39:50.143Z,transformador/vibracao/fft_120hz,0.02,g,
2026-05-16T23:39:50.143Z,transformador/vibracao/fft_240hz,0.05,g,
2026-05-16T23:39:51.644Z,transformador/nucleo/temperatura,49.53,°C,
2026-05-16T23:39:51.644Z,transformador/nucleo/delta_t,6.02,°C,
2026-05-16T23:39:51.644Z,transformador/primario/corrente,2.9,A,
2026-05-16T23:39:51.644Z,transformador/secundario/corrente,19.38,A,
2026-05-16T23:39:51.644Z,transformador/vibracao/fft_120hz,0.04,g,
2026-05-16T23:39:51.644Z,transformador/vibracao/fft_240hz,0.01,g,
2026-05-16T23:39:53.144Z,transformador/nucleo/temperatura,55.51,°C,
2026-05-16T23:39:53.144Z,transformador/nucleo/delta_t,9.88,°C,
2026-05-16T23:39:53.144Z,transformador/primario/corrente,2.62,A,
2026-05-16T23:39:53.144Z,transformador/secundario/corrente,25.97,A,
2026-05-16T23:39:53.144Z,transformador/vibracao/fft_120hz,0.1,g,
2026-05-16T23:39:53.144Z,transformador/vibracao/fft_240hz,0.01,g,
2026-05-16T23:39:54.646Z,transformador/nucleo/temperatura,63.1,°C,
2026-05-16T23:39:54.646Z,transformador/nucleo/delta_t,5.12,°C,
2026-05-16T23:39:54.646Z,transformador/primario/corrente,2.54,A,
2026-05-16T23:39:54.646Z,transformador/secundario/corrente,27.19,A,
2026-05-16T23:39:54.646Z,transformador/vibracao/fft_120hz,0.36,g,
2026-05-16T23:39:54.646Z,transformador/vibracao/fft_240hz,0.06,g,
2026-05-16T23:39:56.148Z,transformador/nucleo/temperatura,55.79,°C,
2026-05-16T23:39:56.148Z,transformador/nucleo/delta_t,10.8,°C,
2026-05-16T23:39:56.148Z,transformador/primario/corrente,2,A,
2026-05-16T23:39:56.148Z,transformador/secundario/corrente,20.86,A,
2026-05-16T23:39:56.148Z,transformador/vibracao/fft_120hz,0.06,g,
2026-05-16T23:39:56.148Z,transformador/vibracao/fft_240hz,0.01,g,
2026-05-16T23:39:57.649Z,transformador/nucleo/temperatura,54.39,°C,
2026-05-16T23:39:57.649Z,transformador/nucleo/delta_t,8.76,°C,
2026-05-16T23:39:57.649Z,transformador/primario/corrente,2.44,A,
2026-05-16T23:39:57.649Z,transformador/secundario/corrente,17.59,A,
2026-05-16T23:39:57.649Z,transformador/vibracao/fft_120hz,0.04,g,
2026-05-16T23:39:57.649Z,transformador/vibracao/fft_240hz,0.18,g,
2026-05-16T23:39:59.151Z,transformador/nucleo/temperatura,52.02,°C,
2026-05-16T23:39:59.151Z,transformador/nucleo/delta_t,4.83,°C,
2026-05-16T23:39:59.151Z,transformador/primario/corrente,2.97,A,
2026-05-16T23:39:59.151Z,transformador/secundario/corrente,25.17,A,
2026-05-16T23:39:59.151Z,transformador/vibracao/fft_120hz,0.07,g,
2026-05-16T23:39:59.151Z,transformador/vibracao/fft_240hz,0.03,g,
2026-05-16T23:40:00.651Z,transformador/nucleo/temperatura,64.79,°C,
2026-05-16T23:40:00.651Z,transformador/nucleo/delta_t,9.32,°C,
2026-05-16T23:40:00.651Z,transformador/primario/corrente,2.77,A,
2026-05-16T23:40:00.651Z,transformador/secundario/corrente,22.77,A,
2026-05-16T23:40:00.651Z,transformador/vibracao/fft_120hz,0.57,g,
2026-05-16T23:40:00.651Z,transformador/vibracao/fft_240hz,0,g,
2026-05-16T23:40:02.153Z,transformador/nucleo/temperatura,55.15,°C,
2026-05-16T23:40:02.153Z,transformador/nucleo/delta_t,9.15,°C,
2026-05-16T23:40:02.153Z,transformador/primario/corrente,2.11,A,
2026-05-16T23:40:02.153Z,transformador/secundario/corrente,20.37,A,
2026-05-16T23:40:02.153Z,transformador/vibracao/fft_120hz,0.03,g,
2026-05-16T23:40:02.153Z,transformador/vibracao/fft_240hz,0.14,g,
2026-05-16T23:40:03.655Z,transformador/nucleo/temperatura,62.74,°C,
2026-05-16T23:40:03.655Z,transformador/nucleo/delta_t,6.49,°C,
2026-05-16T23:40:03.655Z,transformador/primario/corrente,2.25,A,
2026-05-16T23:40:03.655Z,transformador/secundario/corrente,18.96,A,
2026-05-16T23:40:03.655Z,transformador/vibracao/fft_120hz,0.08,g,
2026-05-16T23:40:03.655Z,transformador/vibracao/fft_240hz,0.04,g,
2026-05-16T23:40:05.158Z,transformador/nucleo/temperatura,53.76,°C,
2026-05-16T23:40:05.158Z,transformador/nucleo/delta_t,6.86,°C,
2026-05-16T23:40:05.158Z,transformador/primario/corrente,2.06,A,
2026-05-16T23:40:05.158Z,transformador/secundario/corrente,22.81,A,
2026-05-16T23:40:05.158Z,transformador/vibracao/fft_120hz,0.13,g,
2026-05-16T23:40:05.158Z,transformador/vibracao/fft_240hz,0.01,g,
2026-05-16T23:40:06.660Z,transformador/nucleo/temperatura,55.13,°C,
2026-05-16T23:40:06.660Z,transformador/nucleo/delta_t,9.01,°C,
2026-05-16T23:40:06.660Z,transformador/primario/corrente,2.97,A,
2026-05-16T23:40:06.660Z,transformador/secundario/corrente,17.01,A,
2026-05-16T23:40:06.660Z,transformador/vibracao/fft_120hz,0.1,g,
2026-05-16T23:40:06.660Z,transformador/vibracao/fft_240hz,0.03,g,
2026-05-16T23:40:08.163Z,transformador/nucleo/temperatura,59.34,°C,
2026-05-16T23:40:08.163Z,transformador/nucleo/delta_t,9.99,°C,
2026-05-16T23:40:08.163Z,transformador/primario/corrente,2.7,A,
2026-05-16T23:40:08.163Z,transformador/secundario/corrente,30.16,A,
2026-05-16T23:40:08.163Z,transformador/vibracao/fft_120hz,0.07,g,
2026-05-16T23:40:08.163Z,transformador/vibracao/fft_240hz,0.05,g,
2026-05-16T23:40:09.663Z,transformador/nucleo/temperatura,63.34,°C,
2026-05-16T23:40:09.663Z,transformador/nucleo/delta_t,10.37,°C,
2026-05-16T23:40:09.663Z,transformador/primario/corrente,2.33,A,
2026-05-16T23:40:09.663Z,transformador/secundario/corrente,16.51,A,
2026-05-16T23:40:09.663Z,transformador/vibracao/fft_120hz,0.63,g,
2026-05-16T23:40:09.663Z,transformador/vibracao/fft_240hz,0.05,g,
2026-05-16T23:40:11.165Z,transformador/nucleo/temperatura,61.46,°C,
2026-05-16T23:40:11.165Z,transformador/nucleo/delta_t,10.34,°C,
2026-05-16T23:40:11.165Z,transformador/primario/corrente,2.05,A,
2026-05-16T23:40:11.165Z,transformador/secundario/corrente,25.63,A,
2026-05-16T23:40:11.165Z,transformador/vibracao/fft_120hz,0.05,g,
2026-05-16T23:40:11.165Z,transformador/vibracao/fft_240hz,0.01,g,
2026-05-16T23:40:12.666Z,transformador/nucleo/temperatura,57.68,°C,
2026-05-16T23:40:12.666Z,transformador/nucleo/delta_t,8.51,°C,
2026-05-16T23:40:12.666Z,transformador/primario/corrente,3.26,A,
2026-05-16T23:40:12.666Z,transformador/secundario/corrente,25.89,A,
2026-05-16T23:40:12.666Z,transformador/vibracao/fft_120hz,0.13,g,
2026-05-16T23:40:12.666Z,transformador/vibracao/fft_240hz,0.06,g,
2026-05-16T23:40:14.168Z,transformador/nucleo/temperatura,57.7,°C,
2026-05-16T23:40:14.168Z,transformador/nucleo/delta_t,10.86,°C,
2026-05-16T23:40:14.168Z,transformador/primario/corrente,2.44,A,
2026-05-16T23:40:14.168Z,transformador/secundario/corrente,18.84,A,
2026-05-16T23:40:14.168Z,transformador/vibracao/fft_120hz,0.03,g,
2026-05-16T23:40:14.168Z,transformador/vibracao/fft_240hz,0.02,g,
2026-05-16T23:40:15.669Z,transformador/nucleo/temperatura,55.28,°C,
2026-05-16T23:40:15.669Z,transformador/nucleo/delta_t,5,°C,
2026-05-16T23:40:15.669Z,transformador/primario/corrente,3.34,A,
2026-05-16T23:40:15.669Z,transformador/secundario/corrente,20.65,A,
2026-05-16T23:40:15.669Z,transformador/vibracao/fft_120hz,0.03,g,
2026-05-16T23:40:15.669Z,transformador/vibracao/fft_240hz,0.01,g,
2026-05-16T23:40:17.170Z,transformador/nucleo/temperatura,56.75,°C,
2026-05-16T23:40:17.170Z,transformador/nucleo/delta_t,8.46,°C,
2026-05-16T23:40:17.170Z,transformador/primario/corrente,3.55,A,
2026-05-16T23:40:17.170Z,transformador/secundario/corrente,27.76,A,
2026-05-16T23:40:17.170Z,transformador/vibracao/fft_120hz,0.08,g,
2026-05-16T23:40:17.170Z,transformador/vibracao/fft_240hz,0.01,g,
2026-05-16T23:40:18.671Z,transformador/nucleo/temperatura,55.02,°C,
2026-05-16T23:40:18.671Z,transformador/nucleo/delta_t,4.75,°C,
2026-05-16T23:40:18.671Z,transformador/primario/corrente,2.96,A,
2026-05-16T23:40:18.671Z,transformador/secundario/corrente,20.31,A,
2026-05-16T23:40:18.671Z,transformador/vibracao/fft_120hz,0.14,g,
2026-05-16T23:40:18.671Z,transformador/vibracao/fft_240hz,0.07,g,
2026-05-16T23:40:20.174Z,transformador/nucleo/temperatura,49.68,°C,
2026-05-16T23:40:20.174Z,transformador/nucleo/delta_t,10.21,°C,
2026-05-16T23:40:20.174Z,transformador/primario/corrente,5.65,A,
2026-05-16T23:40:20.174Z,transformador/secundario/corrente,26.09,A,
2026-05-16T23:40:20.174Z,transformador/vibracao/fft_120hz,0.04,g,
2026-05-16T23:40:20.174Z,transformador/vibracao/fft_240hz,0.01,g,
2026-05-16T23:40:21.674Z,transformador/nucleo/temperatura,47.96,°C,
2026-05-16T23:40:21.674Z,transformador/nucleo/delta_t,5.85,°C,
2026-05-16T23:40:21.674Z,transformador/primario/corrente,3.26,A,
2026-05-16T23:40:21.674Z,transformador/secundario/corrente,19.99,A,
2026-05-16T23:40:21.674Z,transformador/vibracao/fft_120hz,0.13,g,
2026-05-16T23:40:21.674Z,transformador/vibracao/fft_240hz,0.06,g,
2026-05-16T23:40:23.176Z,transformador/nucleo/temperatura,47.21,°C,
2026-05-16T23:40:23.176Z,transformador/nucleo/delta_t,6.76,°C,
2026-05-16T23:40:23.176Z,transformador/primario/corrente,2.91,A,
2026-05-16T23:40:23.176Z,transformador/secundario/corrente,44.88,A,
2026-05-16T23:40:23.176Z,transformador/vibracao/fft_120hz,0.03,g,
2026-05-16T23:40:23.176Z,transformador/vibracao/fft_240hz,0.27,g,
2026-05-16T23:40:24.677Z,transformador/nucleo/temperatura,58.07,°C,
2026-05-16T23:40:24.677Z,transformador/nucleo/delta_t,6.39,°C,
2026-05-16T23:40:24.677Z,transformador/primario/corrente,2.1,A,
2026-05-16T23:40:24.677Z,transformador/secundario/corrente,46.33,A,
2026-05-16T23:40:24.677Z,transformador/vibracao/fft_120hz,0.06,g,
2026-05-16T23:40:24.677Z,transformador/vibracao/fft_240hz,0,g,
2026-05-16T23:40:26.179Z,transformador/nucleo/temperatura,56.5,°C,
2026-05-16T23:40:26.179Z,transformador/nucleo/delta_t,6.7,°C,
2026-05-16T23:40:26.179Z,transformador/primario/corrente,2.31,A,
2026-05-16T23:40:26.179Z,transformador/secundario/corrente,19.46,A,
2026-05-16T23:40:26.179Z,transformador/vibracao/fft_120hz,0.06,g,
2026-05-16T23:40:26.179Z,transformador/vibracao/fft_240hz,0.05,g,
2026-05-16T23:40:27.679Z,transformador/nucleo/temperatura,58.55,°C,
2026-05-16T23:40:27.679Z,transformador/nucleo/delta_t,9.71,°C,
2026-05-16T23:40:27.679Z,transformador/primario/corrente,2.6,A,
2026-05-16T23:40:27.679Z,transformador/secundario/corrente,17.54,A,
2026-05-16T23:40:27.679Z,transformador/vibracao/fft_120hz,0.08,g,
2026-05-16T23:40:27.679Z,transformador/vibracao/fft_240hz,0.01,g,
2026-05-16T23:40:29.182Z,transformador/nucleo/temperatura,62.33,°C,
2026-05-16T23:40:29.182Z,transformador/nucleo/delta_t,6.05,°C,
2026-05-16T23:40:29.182Z,transformador/primario/corrente,3.59,A,
2026-05-16T23:40:29.182Z,transformador/secundario/corrente,42.54,A,
2026-05-16T23:40:29.182Z,transformador/vibracao/fft_120hz,0.13,g,
2026-05-16T23:40:29.182Z,transformador/vibracao/fft_240hz,0.06,g,
2026-05-16T23:40:30.684Z,transformador/nucleo/temperatura,56.16,°C,
2026-05-16T23:40:30.684Z,transformador/nucleo/delta_t,9.37,°C,
2026-05-16T23:40:30.684Z,transformador/primario/corrente,2.45,A,
2026-05-16T23:40:30.684Z,transformador/secundario/corrente,16.88,A,
2026-05-16T23:40:30.684Z,transformador/vibracao/fft_120hz,0.07,g,
2026-05-16T23:40:30.684Z,transformador/vibracao/fft_240hz,0,g,
2026-05-16T23:40:32.186Z,transformador/nucleo/temperatura,63.02,°C,
2026-05-16T23:40:32.186Z,transformador/nucleo/delta_t,8.05,°C,
2026-05-16T23:40:32.186Z,transformador/primario/corrente,3.01,A,
2026-05-16T23:40:32.186Z,transformador/secundario/corrente,20.12,A,
2026-05-16T23:40:32.186Z,transformador/vibracao/fft_120hz,0.11,g,
2026-05-16T23:40:32.186Z,transformador/vibracao/fft_240hz,0.07,g,
2026-05-16T23:40:33.687Z,transformador/nucleo/temperatura,48.07,°C,
2026-05-16T23:40:33.687Z,transformador/nucleo/delta_t,8.8,°C,
2026-05-16T23:40:33.687Z,transformador/primario/corrente,2.55,A,
2026-05-16T23:40:33.687Z,transformador/secundario/corrente,27.85,A,
2026-05-16T23:40:33.687Z,transformador/vibracao/fft_120hz,0.04,g,
2026-05-16T23:40:33.687Z,transformador/vibracao/fft_240hz,0.07,g,
2026-05-16T23:40:35.188Z,transformador/nucleo/temperatura,59.24,°C,
2026-05-16T23:40:35.188Z,transformador/nucleo/delta_t,6.49,°C,
2026-05-16T23:40:35.188Z,transformador/primario/corrente,3.1,A,
2026-05-16T23:40:35.188Z,transformador/secundario/corrente,27.1,A,
2026-05-16T23:40:35.188Z,transformador/vibracao/fft_120hz,0.03,g,
2026-05-16T23:40:35.188Z,transformador/vibracao/fft_240hz,0.06,g,
2026-05-16T23:40:36.689Z,transformador/nucleo/temperatura,58.83,°C,
2026-05-16T23:40:36.689Z,transformador/nucleo/delta_t,11.15,°C,
2026-05-16T23:40:36.689Z,transformador/primario/corrente,3.01,A,
2026-05-16T23:40:36.689Z,transformador/secundario/corrente,21.96,A,
2026-05-16T23:40:36.689Z,transformador/vibracao/fft_120hz,0.14,g,
2026-05-16T23:40:36.689Z,transformador/vibracao/fft_240hz,0.07,g,
2026-05-16T23:40:38.191Z,transformador/nucleo/temperatura,54.59,°C,
2026-05-16T23:40:38.191Z,transformador/nucleo/delta_t,7.56,°C,
2026-05-16T23:40:38.191Z,transformador/primario/corrente,2.21,A,
2026-05-16T23:40:38.191Z,transformador/secundario/corrente,18.12,A,
2026-05-16T23:40:38.191Z,transformador/vibracao/fft_120hz,0.03,g,
2026-05-16T23:40:38.191Z,transformador/vibracao/fft_240hz,0.07,g,
2026-05-16T23:40:39.693Z,transformador/nucleo/temperatura,50.38,°C,
2026-05-16T23:40:39.693Z,transformador/nucleo/delta_t,10.43,°C,
2026-05-16T23:40:39.693Z,transformador/primario/corrente,2.95,A,
2026-05-16T23:40:39.693Z,transformador/secundario/corrente,27.92,A,
2026-05-16T23:40:39.693Z,transformador/vibracao/fft_120hz,0.09,g,
2026-05-16T23:40:39.693Z,transformador/vibracao/fft_240hz,0.04,g,
2026-05-16T23:40:41.194Z,transformador/nucleo/temperatura,63.56,°C,
2026-05-16T23:40:41.194Z,transformador/nucleo/delta_t,4.22,°C,
2026-05-16T23:40:41.194Z,transformador/primario/corrente,2.9,A,
2026-05-16T23:40:41.194Z,transformador/secundario/corrente,21,A,
2026-05-16T23:40:41.194Z,transformador/vibracao/fft_120hz,0.08,g,
2026-05-16T23:40:41.194Z,transformador/vibracao/fft_240hz,0.04,g,
2026-05-16T23:40:42.696Z,transformador/nucleo/temperatura,55.61,°C,
2026-05-16T23:40:42.696Z,transformador/nucleo/delta_t,6.02,°C,
2026-05-16T23:40:42.696Z,transformador/primario/corrente,2.36,A,
2026-05-16T23:40:42.696Z,transformador/secundario/corrente,22.03,A,
2026-05-16T23:40:42.696Z,transformador/vibracao/fft_120hz,0.33,g,
2026-05-16T23:40:42.696Z,transformador/vibracao/fft_240hz,0.08,g,
2026-05-16T23:40:44.198Z,transformador/nucleo/temperatura,47.97,°C,
2026-05-16T23:40:44.198Z,transformador/nucleo/delta_t,9.84,°C,
2026-05-16T23:40:44.198Z,transformador/primario/corrente,3.05,A,
2026-05-16T23:40:44.198Z,transformador/secundario/corrente,20.42,A,
2026-05-16T23:40:44.198Z,transformador/vibracao/fft_120hz,0.14,g,
2026-05-16T23:40:44.198Z,transformador/vibracao/fft_240hz,0.04,g,
2026-05-16T23:40:45.698Z,transformador/nucleo/temperatura,63.13,°C,
2026-05-16T23:40:45.698Z,transformador/nucleo/delta_t,11.01,°C,
2026-05-16T23:40:45.698Z,transformador/primario/corrente,3.4,A,
2026-05-16T23:40:45.698Z,transformador/secundario/corrente,19.62,A,
2026-05-16T23:40:45.698Z,transformador/vibracao/fft_120hz,0.35,g,
2026-05-16T23:40:45.698Z,transformador/vibracao/fft_240hz,0.04,g,
2026-05-16T23:40:47.200Z,transformador/nucleo/temperatura,62.73,°C,
2026-05-16T23:40:47.200Z,transformador/nucleo/delta_t,10.04,°C,
2026-05-16T23:40:47.200Z,transformador/primario/corrente,3.23,A,
2026-05-16T23:40:47.200Z,transformador/secundario/corrente,20.75,A,
2026-05-16T23:40:47.200Z,transformador/vibracao/fft_120hz,0.02,g,
2026-05-16T23:40:47.200Z,transformador/vibracao/fft_240hz,0.02,g,
2026-05-16T23:40:48.701Z,transformador/nucleo/temperatura,54.6,°C,
2026-05-16T23:40:48.701Z,transformador/nucleo/delta_t,7.82,°C,
2026-05-16T23:40:48.701Z,transformador/primario/corrente,3.3,A,
2026-05-16T23:40:48.701Z,transformador/secundario/corrente,24.22,A,
2026-05-16T23:40:48.701Z,transformador/vibracao/fft_120hz,0.13,g,
2026-05-16T23:40:48.701Z,transformador/vibracao/fft_240hz,0.02,g,
